PM2.5,Internet_users,Broadcast,Mobile_subscriptions,Share
84.12290235,1227976,9.222348618,117.7835047,69.3
81.2730055,1346917,9.168517541,113.083049,85.3
89.24697128,1461931,9.267376282,118.4482483,91.49
88.89051503,1919653,9.558487237,141.6755044,92.88482645
78.83284035,2172356,9.415985742,134.4268335,95.12466217
94.40389119,2304973,9.631079325,145.7868972,97.38884917
88.22244652,2423097,10.05198676,137.606042,99.65284913
