PM2.5,Internet_users,Broadband,Mobile_subscriptions,Share
69.15017669,153582,0.012351907,12.44272144,0.9
72.98276678,186182,0.020617908,16.40458361,1.05
72.54464459,211903,0.034586591,22.28267389,1.15
63.03171725,239099,0.155684622,27.71220477,1.248675689
60.54135722,492693,0.135928698,30.32018167,2.476219975
87.28128201,893643,0.03707285,37.86313016,4.32275803
87.70847201,2195911,0.040041881,42.80833354,10.22431156
