PM2.5,Internet_users,Broadcast,Mobile_subscriptions,Share
100.7844279,2142935,0.854483705,20.82270803,7.93
100.7660607,2459443,1.157110359,34.04097965,9.0
96.96329149,3082773,0.931398963,49.38563053,11.1493
95.31398561,3722046,1.12050584,61.53811439,13.3
98.11601657,4373108,0.822288228,79.36416868,15.44
96.25276818,5038238,1.821053846,85.56217507,17.58161801
98.05471403,5706349,2.81879649,101.854612,19.68876384
