PM2.5,Internet_users,Broadcast,Mobile_subscriptions,Share
68.00519044,13644815,0.851248635,55.27994563,9.0
68.54493561,15676584,1.028485633,59.39479364,9.96
62.37664629,17719989,0.899175801,64.15589184,10.9
61.02216287,19806673,0.806754449,66.78696418,12.0
59.51836271,22265551,0.88004731,69.51282454,14.0
60.08589291,26513272,0.853498388,63.13069982,12.38544676
58.63276393,29974665,0.813089564,67.02750435,17.10514586
