PM2.5,Internet_users,Broadcast,Mobile_subscriptions,Share
77.44661885,21989776,3.027287729,85.37935061,26.4
70.78635638,23182700,3.392745005,98.69381667,29.4
72.79056861,26403385,4.139230391,112.006814,33.89460391
76.21365354,31119506,4.731924302,112.7825069,37.81938343
76.55960126,35466326,5.4269301,105.409341,41.24806709
88.21338765,39469731,6.730521069,101.7022519,44.95020425
88.1485004,43850341,7.56956556,103.540997,44.95020425
