PM2.5,Internet_users,Broadband,Mobile_subscriptions,Share
81.69918208,13413060,6.903514127,188.0438646,41.0
82.41903191,15706633,8.712604056,191.0315025,47.5
85.51330311,18116408,19.97485187,181.787624,54.0
83.63099223,19916742,19.71905451,176.7066942,60.5
75.60844062,21968896,20.0998611,170.5718129,64.71365737
97.432289,24168034,20.24129125,166.4563349,69.6162358
84.46577505,26375524,19.84896754,147.7417643,74.87927469
